Find people;Company Name;First Name;Last Name;Full Name;Job Title;Location;Company Domain;LinkedIn Profile;Get a person's professional post comments;Created At - Comments;Text;Get a person's professional post reactions;Created At - Post - Reactions;2026 Mention
;Soloinsight (CloudGate Platform);Carter;Kennedy;Carter T. Kennedy;CEO;Chicago, Illinois, United States;soloinsight.com;https://www.linkedin.com/in/carter-t-kennedy-7820514/;✅ 1 comment found;2026-02-07T14:19:32.706Z;Looks like a wonderful celebration;✅ 1 reaction found;2026-03-30T01:53:09.598Z;Yes
;Levelpath;Bryan;Rosenstein;Bryan Rosenstein;Co-Founder and Head of Operations;San Francisco, California, United States;levelpath.com;https://www.linkedin.com/in/bryan-rosenstein-5ba71120/;✅ 1 comment found;2026-02-06T18:56:59.950Z;Awesome week!!;✅ 1 reaction found;2026-04-27T17:51:15.388Z;Yes
;SAI360;Peter;Granat;Peter Granat;CEO;Chicago, Illinois, United States;sai360.com;https://www.linkedin.com/in/petergranat/;✅ 1 comment found;2026-02-06T15:41:30.644Z;Congrats!;✅ 1 reaction found;2026-04-27T17:17:27.914Z;Yes
;Evosus;Dan;McManus;Dan McManus;President and CEO;Vancouver, Washington, United States;evosus.com;https://www.linkedin.com/in/globalmandan/;✅ 1 comment found;2026-02-05T20:02:57.756Z;Amen brother. #DramaFree;✅ 1 reaction found;2026-04-23T19:54:31.917Z;Yes
;Everflow - Partner Marketing Platform;Kanwar;Dhaliwal;Kanwar Dhaliwal;Co-Founder / COO;United States, United States;everflow.io;https://www.linkedin.com/in/kdhaliwal/;✅ 1 comment found;2026-02-03T19:28:14.099Z;welcome Andre!;✅ 1 reaction found;2026-04-16T15:27:31.806Z;Yes
;Teamfront;Cameron;Darby;Cameron Darby;CEO;San Clemente, California, United States;teamfront.com;https://www.linkedin.com/in/camerondarby/;✅ 1 comment found;2026-02-03T16:35:12.826Z;Congratulations Anthony Hayes, Phil Stern, Rachel Byrne, MBA, Immad Baig and Ania Frankel!!  So well deserved!;✅ 1 reaction found;2026-04-26T23:18:19.813Z;Yes
;eQuorum;Scott;Brandt;Scott Brandt;CEO/President;Atlanta, Georgia, United States;equorum.com;https://www.linkedin.com/in/scottbrandt/;✅ 1 comment found;2026-02-03T13:23:31.455Z;🎉🎉🎉;✅ 1 reaction found;2026-04-19T02:16:25.192Z;Yes
;DexCare;Matthew;Blosl;Matthew Blosl;Chief Executive Officer (CEO);United States, United States;dexcare.com;https://www.linkedin.com/in/matthew-blosl-77a735/;✅ 1 comment found;2026-02-03T02:49:05.752Z;Congratulations, Stefan. Well-deserved.;✅ 1 reaction found;2026-04-19T21:18:11.826Z;Yes
;Metafile Information Systems, Inc.;John;Arnott;John Arnott;CEO/VBU Leader (Volaris Company);Denver, Colorado, United States;metafile.com;https://www.linkedin.com/in/johna-arnott/;✅ 1 comment found;2026-01-30T21:05:32.031Z;Congratulations Sheena Archer. What an inspiring mission. Excited to follow Vidaterra.;✅ 1 reaction found;2026-04-06T16:13:22.552Z;Yes
;OpenEnvoy;Parker;Moore;Parker Moore;Co-Founder, Head of Design;Oakland, California, United States;openenvoy.com;https://www.linkedin.com/in/parker-moore-2422753/;✅ 1 comment found;2026-01-30T17:27:17.696Z;Thank you Sharat Chandra Guduru!;✅ 1 reaction found;2026-04-27T15:25:47.864Z;Yes
;Happy5;Doni;Priliandi;Doni Priliandi;Founder / Chief Empathy Officer;San Francisco, California, United States;happy5.co;https://www.linkedin.com/in/doni-priliandi-2a05339/;✅ 1 comment found;2026-01-23T07:48:19.841Z;🎉🎉🎉;✅ 1 reaction found;2026-04-27T08:36:36.574Z;Yes
;Captiv8;Vishal;Gurbuxani;Vishal Gurbuxani, MS;Co-Founder;San Francisco, California, United States;captiv8.io;https://www.linkedin.com/in/vgurbuxani/;✅ 1 comment found;2026-01-22T15:11:52.195Z;Excited to see what you do next!;✅ 1 reaction found;2026-04-27T00:52:46.558Z;Yes
;DeepHow;Wei-Liang;Kao;Wei-Liang Kao;CTO & Co-Founder;Detroit Metropolitan Area;deephow.com;https://www.linkedin.com/in/wei-liang-kao-3a26882/;✅ 1 comment found;2026-01-20T18:54:24.235Z;We often assume knowledge transfer is successful based on the end result, but real-time verification confirms that the learning actually stuck during the process. This closes the loop on knowledge transfer. Having an AI coach not only ensures the process is consistent but also empowers the operator to perform at their best from day one. I’m thrilled to be building this technology as we move it from incubation to real-world impact! 🚀 ;✅ 1 reaction found;2026-04-22T17:11:01.611Z;Yes
;DataWeave;Karthik;Bettadapura;Karthik Bettadapura;CEO, Co-Founder;Austin, Texas Metropolitan Area, United States;dataweave.com;https://www.linkedin.com/in/brkarthik/;✅ 1 comment found;2026-01-19T05:56:21.155Z;"Interesting take.
I was reading this recent article on ChatGPT’s in-app checkout rollout (https://www.theinformation.com/articles/openais-shopping-ambitions-hit-messy-data-reality) and I think the friction isn’t about the AI or the protocol. It’s about ambiguous product data (price, availability, attributes) breaking when agents try to act.
It reinforced a thought I’ve been having: agentic commerce needs more than structured feeds or visibility metrics. It needs a way for agents to see and validate product truth in the market (pricing, availability, content quality, competitiveness ...) before executing.
Internal product truth + external market truth together is what will make this stuff actually work at scale.";✅ 1 reaction found;2026-04-25T20:01:33.273Z;Yes
;Arryved;Loren;Bendele;Loren Bendele;CEO;Boulder, Colorado, United States;arryved.com;https://www.linkedin.com/in/loren-bendele-92341/;✅ 1 comment found;2026-01-07T22:26:35.725Z;Such a cool legacy. Now if only A&M won :|;✅ 1 reaction found;2026-03-07T01:07:25.096Z;Yes
;OrderPin POS;Robin;Su;Robin Su;Founder & CEO;Daytona Beach, Florida, United States;orderpin.co;https://www.linkedin.com/in/robin-su-06486b32/;✅ 1 comment found;2026-01-07T08:51:37.148Z;Great insights! As a CEO in the POS software space, staying compliant with regulations like NIS2 and Data Act is crucial for us too. Let's connect to discuss how we can navigate these challenges together!;✅ 1 reaction found;2026-01-07T08:50:13.055Z;Yes
;SurveySparrow;Shihab;Muhammed;Shihab Muhammed (We are Hiring);Founder& CEO;United States, United States;surveysparrow.com;https://www.linkedin.com/in/shihabmuhammed/;✅ 1 comment found;2026-01-05T05:29:00.571Z;Congrats Justin george. Super Excited to build the future of AI customer service with you!  ;✅ 1 reaction found;2026-04-26T16:53:53.281Z;Yes
;Saleshandy;Piyush;Patel;Piyush Patel;Co-Founder;Austin, Texas Metropolitan Area, United States;saleshandy.com;https://www.linkedin.com/in/piyush-patel-30292b19/;✅ 1 comment found;2026-01-02T17:26:31.457Z; Focusing on small wins has helped me reset fast during bad stretches. Lise Kuecker well put. ;✅ 1 reaction found;2026-04-19T23:00:40.407Z;Yes
;Xola;J.;Zimmerman;J. Scott Zimmerman;CEO;San Francisco, California, United States;xola.com;https://www.linkedin.com/in/j-scott-zimmerman-31029a4/;✅ 1 comment found;2026-01-02T13:31:00.650Z;Claude;✅ 1 reaction found;2026-04-22T06:19:02.005Z;Yes
;Codefied;Rohail;Naveed;Rohail Naveed;Founder & CEO;St. Petersburg, Florida, United States;codefied.co;https://www.linkedin.com/in/mrohailnaveed/;✅ 1 comment found;2025-12-04T19:15:20.524Z;"M. Huzaifa Shahbaz "" Bird Hunting ""
";✅ 1 reaction found;2026-04-26T14:30:55.143Z;Yes
;Element5;Eric;Gordon;Eric Gordon;Co-Founder & CRO;Los Altos, California, United States;e5.ai;https://www.linkedin.com/in/eric-gordon-5834bb51/;✅ 1 comment found;2025-12-01T19:45:17.579Z;HomeHealthAI, Thank you, Wes!;✅ 1 reaction found;2026-04-27T23:27:21.526Z;Yes
;Rallyware;George;Elfond;George Elfond;Co-Founder & CEO;Miami-Fort Lauderdale Area, United States;rallyware.com;https://www.linkedin.com/in/elfond/;✅ 1 comment found;2025-11-24T20:56:51.732Z;Thank you for all your good work, Nicola Rienaecker! Good luck with your next adventure!;✅ 1 reaction found;2026-04-27T21:54:02.725Z;Yes
;Saturam;Muralidharan;K;Muralidharan K;Founder, CEO;United States, United States;saturam.com;https://www.linkedin.com/in/muralidharankrish/;✅ 1 comment found;2025-11-22T02:10:00.518Z;Wishing you all the very best Harsha!;✅ 1 reaction found;2026-04-14T10:10:13.703Z;Yes
;nOps;Sumit;Gupta;Sumit Gupta;Co Founder and Investor;United States, United States;nops.io;https://www.linkedin.com/in/sumit-gupta-635455/;✅ 1 comment found;2025-11-19T21:57:43.184Z;Welcome to the arena! ;✅ 1 reaction found;2026-04-23T18:51:14.205Z;Yes
;iClassPro - Class Management Software;Christopher;McNabb;Christopher McNabb;Founder, President & CEO;Longview, Texas, United States;iclasspro.com;https://www.linkedin.com/in/christophermcnabb/;✅ 1 comment found;2025-11-14T15:53:40.494Z;We are your biggest cheerleader (pun intended) and wish you all the best on your new adventure. It was an absolute pleasure working with you.;✅ 1 reaction found;2026-04-20T17:09:37.098Z;Yes
;Sath Inc.;Arun;Binaykia;Arun Binaykia;CEO;Schaumburg, Illinois, United States;sath.com;https://www.linkedin.com/in/arun-binaykia-82721b2/;✅ 1 comment found;2025-11-11T16:08:56.908Z;A 90 year mortgage would be better. Monthly payments could be interest only. When someone defaults they get evicted. IMHO. Keeps the payments down. Wait I have invented rental market. LOL;✅ 1 reaction found;2026-04-24T02:48:30.404Z;Yes
;Cygeniq;Joy;Bhowmick;Joy Bhowmick;Founder and Technology Lead;Princeton Junction, New Jersey, United States;cygeniq.ai;https://www.linkedin.com/in/jayadrathabhowmick/;✅ 1 comment found;2025-11-03T18:45:10.376Z;Congratulations! 🎉;✅ 1 reaction found;2026-04-15T03:54:10.916Z;Yes
;ZeroBounce;Liviu;Tanase;Liviu Tanase;CEO;Santa Barbara, California, United States;zerobounce.net;https://www.linkedin.com/in/liviutanase/;✅ 1 comment found;2025-11-01T23:14:25.777Z;Anne-Marie Prince Welcome to the team!;✅ 1 reaction found;2026-04-27T16:53:19.528Z;Yes
;Aquiva Labs;Nikolai;Balba;Nikolai Balba;Founder & CTO;Greater Orlando, United States;aquivalabs.com;https://www.linkedin.com/in/nbalba/;✅ 1 comment found;2025-10-28T23:45:39.465Z;Let’s chat!;✅ 1 reaction found;2026-04-15T18:07:19.616Z;Yes
;RoadFlex;Dennis;Chang;Dennis Chang;Co-Founder and CEO;New York City Metropolitan Area;roadflex.com;https://www.linkedin.com/in/dennisfromperu/;✅ 1 comment found;2025-10-27T15:39:19.300Z;Boardy!;✅ 1 reaction found;2026-04-23T16:21:55.551Z;Yes
;Jüsto;Alejandro;Sisniega;Alejandro Sisniega;Co-Founder & Chief of New Business;Miami, Florida, United States;justo.mx;https://www.linkedin.com/in/asisniega/;✅ 1 comment found;2025-10-24T18:23:56.285Z;Que grande eres Deivid. Esos recuerdos de Jüsto en pandemia, nadie nos los va a robar nunca. Encantado de haber coincidido contigo!;✅ 1 reaction found;2026-04-26T01:19:24.455Z;Yes
;Docupace;Michael;Pinsker;Michael Pinsker;Founder and Chairman;United States, United States;docupace.com;https://www.linkedin.com/in/michael-pinsker-1807951/;✅ 1 comment found;2025-10-23T02:28:34.189Z;Congratulations Rob!;✅ 1 reaction found;2026-04-18T07:17:54.149Z;Yes
;eVero Corporation;Christos;Morris;Christos Morris;CEO and President;New York City Metropolitan Area, United States;evero.com;https://www.linkedin.com/in/christos-morris-71a04b4/;✅ 1 comment found;2025-10-20T16:11:59.163Z;Congratulations! 🎉;✅ 1 reaction found;2026-04-27T16:45:55.039Z;Yes
;3PL Central, an Extensiv Company;Nancy;Rohman;Nancy Rohman;Co-Founder, Investor;Manhattan Beach, California, United States;extensi.com;https://www.linkedin.com/in/nancy-rohman-9bb76626/;✅ 1 comment found;2025-10-19T21:54:27.287Z;Congratulations! 🎉;✅ 1 reaction found;2026-04-24T02:16:07.156Z;Yes
;Aligned Code;Arthur;V.;Arthur V.;Founder;Palo Alto, California, United States;alignedcode.com;https://www.linkedin.com/in/arthurvarushyla/;✅ 1 comment found;2025-10-16T21:17:10.593Z;🚀;✅ 1 reaction found;2026-04-22T15:48:13.274Z;Yes
;Help Scout;Denny;Swindle;Denny Swindle;Co-Founder & CTO;Denver Metropolitan Area, United States;helpscout.com;https://www.linkedin.com/in/dennyswindle/;✅ 1 comment found;2025-10-16T14:58:50.448Z;None of us would be here without you. You’ve built a company that so many of us are proud and honored to be part of. It won’t be the same without your voice and wit every day, but we’ll make sure your hard work and vision continue to pay off.;✅ 1 reaction found;2026-04-27T14:06:57.774Z;Yes
;DevSquad;Phil;Alves;Phil Alves;CEO;Salt Lake City, Utah, United States;devsquad.com;https://www.linkedin.com/in/philalves/;✅ 1 comment found;2025-10-14T15:05:49.852Z;Sora;✅ 1 reaction found;2026-04-16T02:31:21.081Z;Yes
;Seva Development;Tony;Morrison;Tony Morrison;CEO;Cookeville, Tennessee, United States;sevadevelopment.com;https://www.linkedin.com/in/tony-morrison-4bab862/;✅ 1 comment found;2025-10-11T02:25:27.769Z;This sounds like a great resource! Offering to help young companies get to the next level, instead of just adding them to a drip campaign and hoping they figure it out. Awesome.;✅ 1 reaction found;2026-04-14T21:18:12.430Z;Yes
;Measurabl;Lance;Onken;Lance Onken;Co-Founder & Distinguished Engineer;San Diego, California, United States;measurabl.com;https://www.linkedin.com/in/lance-onken-b06996/;✅ 1 comment found;2025-09-29T17:53:46.679Z;Congratulations! 🎉;✅ 1 reaction found;2026-04-22T16:38:50.938Z;Yes
;Tray.ai;Dominic;Lewis;Dominic Lewis;Co-founder;United States, United States;tray.ai;https://www.linkedin.com/in/dominic-lewis-8a71a013/;✅ 1 comment found;2025-09-24T13:21:10.450Z;COO;✅ 1 reaction found;2026-04-21T04:39:25.429Z;Yes
;Deeto;Golan;Raz;Golan Raz;Co-Founder & COO;Tenafly, New Jersey, United States;deeto.com;https://www.linkedin.com/in/golan-raz-18513617/;✅ 1 comment found;2025-09-12T18:52:43.352Z;When great vision and a fantastic product are coming together ;✅ 1 reaction found;2026-04-23T19:03:41.082Z;Yes
;Clarity Ventures;Chris;Reddick;Chris Reddick;CEO;Austin, Texas, United States;clarity-ventures.com;https://www.linkedin.com/in/chrisreddick/;✅ 1 comment found;2025-08-29T12:26:38.050Z;Exactly. Real integration goes beyond data transfer — it’s about making systems work for the business. Curious to hear, what’s been the biggest challenge others have faced with ERP–eCommerce integrations?;✅ 1 reaction found;2026-04-24T19:28:43.023Z;Yes
;Globys;Craig;Lindsay;Craig Lindsay;CEO, Executive Vice President;Seattle, Washington, United States;globys.com;https://www.linkedin.com/in/craig-lindsay-02787866/;✅ 1 comment found;2025-08-26T06:10:18.634Z;Very proud of the team for the outstanding work and excited to deliver the new module and experience to our clients.;✅ 1 reaction found;2026-04-14T13:29:57.006Z;Yes
;Splashtop Inc.;Robert;Ha;Robert Ha;Co-founder, COO & SVP of Products;Cupertino, California, United States;splashtop.com;https://www.linkedin.com/in/robertha/;✅ 1 comment found;2025-08-21T15:42:39.050Z;Love this, Alexander;✅ 1 reaction found;2026-04-23T15:56:35.082Z;Yes
;Valorx;Jerret;Kasper;Jerret Kasper;Co-Founder & Head of Sales;Denver Metropolitan Area, United States;valorx.com;https://www.linkedin.com/in/jerretkasper/;✅ 1 comment found;2025-08-14T22:03:05.878Z;What an incredible team effort! ElringKlinger, Kliqxe, Salesforce, and Valorx proved what’s possible when collaboration is on point. Excited about this partnership and can’t wait to see what we deliver next together! Tony Kratovil, August Krys;✅ 1 reaction found;2026-04-17T14:56:53.510Z;Yes
;CassTime;Ben;Chan;Ben Chan;Co-Founder;San Jose, California, United States;casstime.com;https://www.linkedin.com/in/benchan95005/;✅ 1 comment found;2025-08-12T20:00:18.781Z;great, see you at AWDA conference;✅ 1 reaction found;2026-03-30T11:52:32.231Z;Yes
;Pimberly;Martin;Balaam;Martin Balaam;CEO & Founder;New York, New York, United States;pimberly.com;https://www.linkedin.com/in/martinabalaam/;✅ 1 comment found;2025-07-22T01:27:35.931Z;Congrats Jack hope all goes well;✅ 1 reaction found;2026-04-27T22:16:22.232Z;Yes
;Intelliverse;David;Godlewski;David Godlewski;CEO;Alpharetta, Georgia, United States;intelliverse.com;https://www.linkedin.com/in/david-godlewski/;✅ 1 comment found;2025-07-21T21:44:19.638Z;Congrats Kelly! 🎉;✅ 1 reaction found;2026-02-27T23:13:07.774Z;Yes
;Movemedical;Josh;Weeks;Josh Weeks;Co Founder and Board Director;Salt Lake City Metropolitan Area, United States;movemedical.com;https://www.linkedin.com/in/joshweeks/;✅ 1 comment found;2025-07-21T15:33:51.939Z;Great work, Carly!;✅ 1 reaction found;2026-04-15T17:05:00.348Z;Yes
;Reprise;Samuel;Clemens;Samuel Clemens;CEO and Cofounder;Greater Boston, United States;reprise.com;https://www.linkedin.com/in/sclemens/;✅ 1 comment found;2025-07-15T18:47:30.745Z;Congrats Neil - phenomenal team & company;✅ 1 reaction found;2026-04-01T20:19:15.110Z;Yes
;brightfin;Jim;Johnson;Jim Johnson;Founder & Board Member;Avon, Colorado, United States;brightfin.com;https://www.linkedin.com/in/jim-johnson-3b9b777a/;✅ 1 comment found;2025-06-22T22:18:13.147Z;Congrats Keith!!!;✅ 1 reaction found;2026-04-25T14:27:42.073Z;Yes
;Riseapps;Iryna;Shulepova;Iryna Shulepova;Co-Founder/ COO;San Francisco, California, United States;riseapps.co;https://www.linkedin.com/in/irina-tsyganash/;✅ 1 comment found;2025-06-19T12:17:21.979Z;Exciting 🔥;✅ 1 reaction found;2026-04-27T16:17:26.856Z;Yes
;Aretove Technologies;Anil;Mitra;Anil Mitra;Co-Founder & CTO;New York, New York, United States;aretove.com;https://www.linkedin.com/in/anilmitra/;✅ 1 comment found;2025-06-18T03:24:49.782Z;Congrats Fede! 🎉;✅ 1 reaction found;2026-01-13T18:19:23.471Z;Yes
;Profit Isle;John;Wass;John Wass;Co-Founder, CEO, Chairman;Cambridge, Massachusetts, United States;profitisle.com;https://www.linkedin.com/in/john-wass/;✅ 1 comment found;2025-06-13T21:20:32.139Z;Thanks for sharing, Jordan;✅ 1 reaction found;2026-04-22T13:13:32.435Z;Yes
;UNARIC;John;Carini;John Carini;Founder at Unaric, previously known as iEnterprises;Chatham, New Jersey, United States;unaric.com;https://www.linkedin.com/in/johncarini/;✅ 1 comment found;2025-06-11T10:23:03.680Z;Excited to be part of this!   Well done team Unaric!;✅ 1 reaction found;2026-04-18T17:29:29.480Z;Yes
;Bioz;Daniel;L.;Daniel L.;CEO & Founder;San Francisco Bay Area, United States;bioz.com;https://www.linkedin.com/in/daniellevitt/;✅ 1 comment found;2025-05-30T21:00:44.637Z;Very proud of you!;✅ 1 reaction found;2026-04-24T16:22:53.065Z;Yes
;AcuityMD;Robert;Coe;Robert Coe;CTO, Co-founder;New York, New York, United States;acuitymd.com;https://www.linkedin.com/in/coerobert/;✅ 1 comment found;2025-05-15T16:00:03.545Z;"Roy Shasha this is awesome, Trello superfan #1 
#0.5#";✅ 1 reaction found;2026-04-28T02:28:00.368Z;Yes
;Edgesys;Emanuell;James;Emanuell James;CEO;Hasbrouck Heights, New Jersey, United States;edgesys.com;https://www.linkedin.com/in/edgesys/;✅ 1 comment found;2025-05-07T03:00:57.739Z;Interested;✅ 1 reaction found;2026-04-20T15:26:27.848Z;Yes
;Wynshop;Neil;Moses;Neil Moses;CEO Wynshop;Miami, Florida, United States;wynshop.com;https://www.linkedin.com/in/neil-moses-187163/;✅ 1 comment found;2025-05-01T20:05:32.862Z;Thank you Quaz - it’s been a pleasure working with you as well!;✅ 1 reaction found;2026-04-22T17:03:16.311Z;Yes
;Coursedog;Andrew;Rosen;Andrew Rosen;CEO;Bethesda, Maryland, United States;coursedog.com;https://www.linkedin.com/in/andrew-rosen-0221753/;✅ 1 comment found;2025-04-16T15:16:14.041Z;It's critical that you win this.  We need fierce and zealous advocates to fight for fair, just and equitable outcomes.  Diane - you ARE that person.;✅ 1 reaction found;2026-04-20T15:33:12.947Z;Yes
;DomiDocs, Inc.;William;McKenna;William N. McKenna IV;Founder and CEO;Palm Beach, Florida, United States;domidocs.com;https://www.linkedin.com/in/williamnmckennaiv/;✅ 1 comment found;2025-04-08T17:10:26.160Z;Go Gators!  What a game last nigh...;✅ 1 reaction found;2026-04-23T11:29:44.998Z;Yes
;Unimax;Phil;Moen;Phil Moen;President and CEO;Eden Prairie, Minnesota, United States;unimax.com;https://www.linkedin.com/in/phil-moen-3448b63/;✅ 1 comment found;2025-03-12T15:02:23.065Z;"Tom Arbuthnot. It's great that they added this feature. Many companies will benefit from it. But I might stop short of calling this management. For sure it is a way to get a list of DR numbers in TAC. 

As you know, Unimax has been providing number management solutions for years, and as the comments below attest, there are many additional features needed to rise to the level of ""management"". Examples: 

- See and use numbers from named ranges, not just a big list of numbers
   - Toledo Office: 419-233-1000 to 419-233-1999
   - Memphis Office: 901-465-1200 to 901-465-1299
- Reserve numbers for future use or for vanity
- Age numbers out. Avoid re-using a number too soon
- Provide availability and alerts when under a threshold
   - “Warning: Only 5% of your numbers are available”
- Any kind of transformation between number formats
   - 212-888-5555 is extension 85555
- Extension management
   - Avoid assigning a conflicting DID due to extension
- LineURI management
   - e.g. manage numbers into a format such as e.164 
   - tel:+12125380782;ext=80782
The list goes on.

If anyone is interested: https://unimax.com/products/numberpro/";✅ 1 reaction found;2026-04-09T15:40:54.690Z;Yes
;Kaleido;Jianjun;Zhang;Jianjun Zhang;Co-Founder;Raleigh, North Carolina, United States;kaleido.io;https://www.linkedin.com/in/jimthematrix/;✅ 1 comment found;2025-03-08T05:04:56.435Z;Congrats Jerry! What a fulfilling career both inside IBM and outside, as an inspiring leader and mentor to so many around you. Enjoyed having the opportunity to teach exciting technologies in your classroom, hope you will continue to do that! Best of luck with your new AI gig, and hope to see you around town soon!;✅ 1 reaction found;2026-04-15T15:47:12.479Z;Yes
;Nuqleous;Paul;Springmann;Paul Springmann;Founder and Advisor;Bentonville, Arkansas, United States;nuqleous.com;https://www.linkedin.com/in/paulspringmann/;✅ 1 comment found;2025-02-28T01:15:08.254Z;Great to hear Brad.   Congrats.   Thank you for all you work at Nuqleous.;✅ 1 reaction found;2026-04-08T01:41:48.461Z;Yes
;Feedly;Olivier;Devaux;Olivier Devaux;Co-Founder;Atherton, California, United States;feedly.com;https://www.linkedin.com/in/olivierdevaux/;✅ 1 comment found;2025-01-14T21:55:58.011Z;Mega Patch Tuesday ! Feedly AI makes it easy to stay on top of things.;✅ 1 reaction found;2026-04-22T00:24:56.824Z;Yes
;Prokeep;McKay;Johnson;McKay Johnson;Co-Founder;Sun Valley, Idaho, United States;prokeep.com;https://www.linkedin.com/in/mckay-johnson-58796819/;✅ 1 comment found;2024-12-09T17:42:38.461Z;Congrats Kathryn 🎉;✅ 1 reaction found;2026-02-12T19:06:13.709Z;Yes
;ContractSafe;Ken;Button;Ken Button;Co-Founder & CEO;Los Angeles, California, United States;contractsafe.com;https://www.linkedin.com/in/kenbutton/;✅ 1 comment found;2024-09-12T16:18:14.192Z;Congrats Kit! Best of luck with this new venture!;✅ 1 reaction found;2026-04-26T22:51:18.431Z;Yes
;Hydrogen;Matthew;Kane;Matthew Kane;Co-Founder, CEO;Austin, Texas, United States;hydrogen.tech;https://www.linkedin.com/in/matthewrkane/;✅ 1 comment found;2024-07-18T19:10:07.115Z;Respect!;✅ 1 reaction found;2026-04-26T03:26:47.433Z;Yes
;Monarch;Val;Agostino;Val Agostino;Co-founder & CEO;Denver Metropolitan Area, United States;monarch.com;https://www.linkedin.com/in/valagostino/;✅ 1 comment found;2024-06-15T13:04:50.493Z;Thrilled to have you on the team Rachel Lawrence, CFP®, MSFP!;✅ 1 reaction found;2026-02-24T03:44:08.378Z;Yes
;CarNow;Bidhan;Patnaik;Bidhan Patnaik;Co-Founder & SVP of Engineering;Fort Lauderdale, Florida, United States;carnow.com;https://www.linkedin.com/in/bihdanpatnaik/;✅ 1 comment found;2024-03-02T14:26:25.713Z;Outstanding!  Congrats Corinne Gozikowski!;✅ 1 reaction found;2026-04-22T02:24:28.754Z;Yes
;CodeFirm;Troy;Parker;Troy Parker;CEO and Co-Founder;Orlando, Florida, United States;codefirm.com;https://www.linkedin.com/in/parkertj621/;✅ 1 comment found;2023-11-14T02:10:28.342Z;Great talk Jason!;✅ 1 reaction found;2026-02-12T20:47:00.921Z;Yes
;Expivi;Babak;Mirzaie;Babak M. Mirzaie;Co-founder / CEO at Expivi;Salt Lake City, Utah, United States;expivi.com;https://www.linkedin.com/in/babak-mirzaie/;✅ 1 comment found;2023-09-18T22:27:31.896Z;congratulation Jeremy ;✅ 1 reaction found;2026-04-23T20:09:23.376Z;Yes
;Linksoft Technologies;Arleen;Kaur;Arleen Kaur;Co-Founder;New York City Metropolitan Area, United States;linksft.com;https://www.linkedin.com/in/arleen-k/;✅ 1 comment found;2023-09-04T13:58:38.046Z;Charting a trajectory from an intern to a B2B sales leader in Linksoft Technologies speaks volumes of your indomitable spirit and tenacity. Eagerly awaiting tales of your next grand chapter, and raising a toast to the boundless horizons ahead!;✅ 1 reaction found;2026-04-21T21:43:04.497Z;Yes
;S44 Energy;Julian;Offermann;Julian Offermann;Founder & CEO;New York City Metropolitan Area, United States;s44.team;https://www.linkedin.com/in/julian-offermann-7a809374/;✅ 1 comment found;2023-06-10T21:33:58.678Z;Congrats and all the best Tim!;✅ 1 reaction found;2026-04-26T21:50:12.188Z;Yes
;Shopmonkey;Travis;Brown;Travis Brown;Co-Founder and COO;San Francisco Bay Area;shopmonkey.io;https://www.linkedin.com/in/travishamiltonbrown/;✅ 1 comment found;2022-09-20T00:43:53.635Z;Welcome Aqura Brown to the team!;✅ 1 reaction found;2026-04-23T17:37:02.304Z;Yes
;Scitara Corporation;Ajit;Nagral;Ajit Nagral;Chairman and CEO;Boston, Massachusetts, United States;scitara.com;https://www.linkedin.com/in/ajit-nagral-319a242/;✅ 1 comment found;2022-06-20T17:03:11.216Z;Glad to have you on board Jeff!;✅ 1 reaction found;2026-04-22T23:22:21.541Z;Yes
;iProcess Data Systems LLC;Ranganath;Nagaraju;Ranganath Nagaraju - (Ranga);Director of Product Development & Technology (Founder);Houston, Texas, United States;iprocessdata.com;https://www.linkedin.com/in/rangabro/;✅ 1 comment found;2021-10-15T17:26:45.737Z;Congrats Bro :-);✅ 1 reaction found;2026-04-19T22:03:00.350Z;Yes
;KUDO;Annabelle;Zabetian;Annabelle Zabetian;Co-Founder;New York, New York, United States;kudo.ai;https://www.linkedin.com/in/annabellegazzo/;✅ 1 comment found;2020-09-24T15:27:03.667Z;Thank you for sharing. We are grateful for the collaboration with APG Electric, Inc. Fantastic work!;✅ 1 reaction found;2026-01-14T22:40:58.230Z;Yes
;News PLC;Ion;Puspurica;Ion Puspurica;CEO;New York, New York, United States;newsplc.com;https://www.linkedin.com/in/ion-puspurica-3ba7a2/;✅ 1 comment found;2019-03-28T15:01:27.488Z;Best of luck Chris!;✅ 1 reaction found;2026-04-13T12:16:23.309Z;Yes
;Bear Cognition, Inc.;Brian;Tribble;Brian M. Tribble;Chief Executive | Founder - Applied Research & Strategic Tech Group;Wilmington, North Carolina, United States;bearcognition.com;https://www.linkedin.com/in/brian-m-tribble-08477b56/;✅ 1 comment found;2016-05-04T15:22:58.385Z;Congrats Ann!;✅ 1 reaction found;2026-01-15T11:37:50.263Z;Yes
;Mainstreet;Jesse;Tinsley;Jesse Tinsley;Co-Founder and CEO;San Francisco Bay Area, United States;mainstreet.com;https://www.linkedin.com/in/jessetinsley/;❌ No comments found;;;✅ 1 reaction found;2026-04-27T01:41:53.562Z;Yes
;LogiNext;Dhruvil;Sanghvi;Dhruvil Sanghvi;Founder;New York, New York, United States;loginextsolutions.com;https://www.linkedin.com/in/dhruvilsanghvi/;❌ No comments found;;;✅ 1 reaction found;2026-04-23T09:39:55.543Z;Yes
